date,campaign_id,campaign_name,channel,funnel_stage,spend,impressions,clicks,conversions,new_customers,revenue,gross_profit
2025-05-16,C005,Instagram Creator Ads,Instagram,Consideration,1011.36,68555,1175,27.4,22.8,1982.0,1030.64
2025-05-17,C005,Instagram Creator Ads,Instagram,Consideration,854.67,52442,900,16.3,15.2,1089.21,566.39
2025-05-18,C005,Instagram Creator Ads,Instagram,Consideration,991.75,58581,925,21.9,18.2,1612.63,838.57
2025-05-19,C005,Instagram Creator Ads,Instagram,Consideration,802.78,57342,1026,28.0,23.2,2113.59,1099.06
2025-05-20,C005,Instagram Creator Ads,Instagram,Consideration,908.72,58864,1065,20.4,16.8,1354.08,704.12
2025-05-21,C005,Instagram Creator Ads,Instagram,Consideration,1132.93,67837,1059,20.6,18.0,1540.17,800.89
2025-05-22,C005,Instagram Creator Ads,Instagram,Consideration,827.7,50075,853,18.7,15.7,1425.94,741.49
2025-05-23,C005,Instagram Creator Ads,Instagram,Consideration,753.91,49119,820,22.4,21.3,1572.46,817.68
2025-05-24,C005,Instagram Creator Ads,Instagram,Consideration,882.52,58860,991,25.0,20.9,1854.3,964.23
2025-05-25,C005,Instagram Creator Ads,Instagram,Consideration,885.1,53067,884,16.9,14.4,1061.85,552.16
2025-05-26,C005,Instagram Creator Ads,Instagram,Consideration,928.76,63573,1208,27.9,25.5,2198.56,1143.25
2025-05-27,C005,Instagram Creator Ads,Instagram,Consideration,1080.67,71402,1119,26.2,22.2,1736.33,902.89
2025-05-28,C005,Instagram Creator Ads,Instagram,Consideration,819.01,52538,982,19.2,18.2,1532.98,797.15
2025-05-29,C005,Instagram Creator Ads,Instagram,Consideration,1030.64,62666,1059,26.2,22.3,1744.25,907.01
2025-05-30,C005,Instagram Creator Ads,Instagram,Consideration,830.45,45861,790,19.9,17.6,1510.88,785.66
2025-05-31,C005,Instagram Creator Ads,Instagram,Consideration,983.64,64224,1106,22.8,19.6,1633.76,849.56
2025-06-01,C005,Instagram Creator Ads,Instagram,Consideration,959.78,66134,1168,21.7,18.2,1539.17,800.37
2025-06-02,C005,Instagram Creator Ads,Instagram,Consideration,881.22,56193,951,17.6,16.0,1293.91,672.83
2025-06-03,C005,Instagram Creator Ads,Instagram,Consideration,1018.26,64037,1267,24.9,23.6,1958.69,1018.52
2025-06-04,C005,Instagram Creator Ads,Instagram,Consideration,974.38,64216,1080,19.9,17.1,1342.94,698.33
2025-06-05,C005,Instagram Creator Ads,Instagram,Consideration,820.93,51353,919,20.0,14.9,1468.75,763.75
2025-06-06,C005,Instagram Creator Ads,Instagram,Consideration,1061.03,66980,1052,21.3,19.8,1358.55,706.44
2025-06-07,C005,Instagram Creator Ads,Instagram,Consideration,929.05,57793,829,17.7,15.4,1228.57,638.86
2025-06-08,C005,Instagram Creator Ads,Instagram,Consideration,821.37,62249,1021,17.1,14.2,1197.33,622.61
2025-06-09,C005,Instagram Creator Ads,Instagram,Consideration,954.8,59393,919,19.4,16.5,1269.93,660.36
2025-06-10,C005,Instagram Creator Ads,Instagram,Consideration,877.23,53576,983,20.6,17.7,1487.96,773.74
2025-06-11,C005,Instagram Creator Ads,Instagram,Consideration,893.54,63113,1015,21.3,19.2,1432.52,744.91
2025-06-12,C005,Instagram Creator Ads,Instagram,Consideration,844.19,53282,868,18.4,16.8,1432.31,744.8
2025-06-13,C005,Instagram Creator Ads,Instagram,Consideration,783.18,49510,1040,18.6,16.4,1427.27,742.18
2025-06-14,C005,Instagram Creator Ads,Instagram,Consideration,927.15,60273,1041,22.4,20.8,1591.06,827.35
2025-06-15,C005,Instagram Creator Ads,Instagram,Consideration,739.97,46095,756,15.1,12.4,1144.12,594.94
2025-06-16,C005,Instagram Creator Ads,Instagram,Consideration,759.38,52572,1002,18.2,17.1,1246.85,648.36
2025-06-17,C005,Instagram Creator Ads,Instagram,Consideration,930.95,65000,1003,21.8,19.3,1555.03,808.62
2025-06-18,C005,Instagram Creator Ads,Instagram,Consideration,992.23,63606,1037,23.0,21.3,1505.38,782.8
2025-06-19,C005,Instagram Creator Ads,Instagram,Consideration,837.28,51338,785,14.0,12.3,995.83,517.83
2025-06-20,C005,Instagram Creator Ads,Instagram,Consideration,883.47,53463,952,16.9,14.0,1358.39,706.36
2025-06-21,C005,Instagram Creator Ads,Instagram,Consideration,751.76,42630,642,13.3,10.9,942.81,490.26
2025-06-22,C005,Instagram Creator Ads,Instagram,Consideration,820.74,53050,718,11.5,9.4,890.89,463.26
2025-06-23,C005,Instagram Creator Ads,Instagram,Consideration,783.49,44198,785,16.9,14.5,1186.22,616.84
2025-06-24,C005,Instagram Creator Ads,Instagram,Consideration,1073.61,72151,1244,26.2,22.8,1838.97,956.26
2025-06-25,C005,Instagram Creator Ads,Instagram,Consideration,818.56,51953,860,16.8,15.3,1250.08,650.04
2025-06-26,C005,Instagram Creator Ads,Instagram,Consideration,1136.18,64606,1155,21.8,18.2,1477.01,768.05
2025-06-27,C005,Instagram Creator Ads,Instagram,Consideration,1043.45,68537,1092,19.5,17.0,1359.37,706.87
2025-06-28,C005,Instagram Creator Ads,Instagram,Consideration,789.45,45199,652,12.7,11.1,923.3,480.12
2025-06-29,C005,Instagram Creator Ads,Instagram,Consideration,868.29,61457,1013,19.2,15.3,1405.27,730.74
2025-01-01,C006,TikTok Video Views,TikTok,Awareness,842.08,82902,2213,24.5,24.8,1655.31,827.66
2025-01-02,C006,TikTok Video Views,TikTok,Awareness,770.35,74147,1550,14.4,13.7,1008.95,504.47
2025-01-03,C006,TikTok Video Views,TikTok,Awareness,646.29,64416,1513,15.0,14.8,1014.2,507.1
2025-01-04,C006,TikTok Video Views,TikTok,Awareness,669.33,69756,1761,16.1,15.7,1074.42,537.21
2025-01-05,C006,TikTok Video Views,TikTok,Awareness,623.82,60841,1709,22.0,22.7,1339.81,669.9
2025-01-06,C006,TikTok Video Views,TikTok,Awareness,636.4,67193,1446,14.9,12.8,1116.54,558.27
2025-01-07,C006,TikTok Video Views,TikTok,Awareness,893.25,94388,2493,28.8,27.4,1846.75,923.38
2025-01-08,C006,TikTok Video Views,TikTok,Awareness,758.06,78658,1771,22.1,20.3,1372.14,686.07
2025-01-09,C006,TikTok Video Views,TikTok,Awareness,708.46,70236,1772,18.8,15.8,1287.03,643.52
2025-01-10,C006,TikTok Video Views,TikTok,Awareness,777.93,83012,1733,15.9,15.2,1079.41,539.7
2025-01-11,C006,TikTok Video Views,TikTok,Awareness,660.32,61395,1596,15.2,14.0,950.64,475.32
2025-01-12,C006,TikTok Video Views,TikTok,Awareness,626.34,65922,1494,17.5,17.0,1022.04,511.02
2025-01-13,C006,TikTok Video Views,TikTok,Awareness,685.88,67028,1525,17.4,14.8,1205.33,602.66
2025-01-14,C006,TikTok Video Views,TikTok,Awareness,893.38,88440,1874,20.7,18.9,1421.62,710.81
2025-01-15,C006,TikTok Video Views,TikTok,Awareness,675.93,70612,1630,20.8,17.4,1277.7,638.85
2025-01-16,C006,TikTok Video Views,TikTok,Awareness,906.07,82755,2122,20.7,19.6,1284.2,642.1
2025-01-17,C006,TikTok Video Views,TikTok,Awareness,710.88,71837,1708,18.1,19.0,1198.6,599.3
2025-01-18,C006,TikTok Video Views,TikTok,Awareness,736.87,77904,2013,25.1,25.8,1552.09,776.05
2025-01-19,C006,TikTok Video Views,TikTok,Awareness,744.47,79715,1913,21.6,17.5,1372.39,686.19
2025-01-20,C006,TikTok Video Views,TikTok,Awareness,690.95,62071,1420,16.1,15.6,1193.38,596.69
2025-01-21,C006,TikTok Video Views,TikTok,Awareness,783.42,78544,2037,19.7,18.5,1484.86,742.43
2025-01-22,C006,TikTok Video Views,TikTok,Awareness,706.95,73021,1385,15.1,14.5,974.9,487.45
2025-01-23,C006,TikTok Video Views,TikTok,Awareness,785.51,94515,2225,22.3,21.2,1439.24,719.62
2025-01-24,C006,TikTok Video Views,TikTok,Awareness,880.22,87564,2253,25.5,22.5,1665.65,832.82
2025-01-25,C006,TikTok Video Views,TikTok,Awareness,695.38,67614,1800,21.5,19.2,1449.24,724.62
2025-01-26,C006,TikTok Video Views,TikTok,Awareness,614.19,67446,1611,19.4,17.7,1159.95,579.97
2025-01-27,C006,TikTok Video Views,TikTok,Awareness,744.85,75595,1900,20.9,20.0,1332.44,666.22
2025-01-28,C006,TikTok Video Views,TikTok,Awareness,831.11,87371,2086,25.0,21.5,1560.5,780.25
2025-01-29,C006,TikTok Video Views,TikTok,Awareness,885.65,98439,2416,26.4,23.3,1787.53,893.76
2025-01-30,C006,TikTok Video Views,TikTok,Awareness,817.52,74798,1888,21.9,21.0,1335.03,667.51
2025-01-31,C006,TikTok Video Views,TikTok,Awareness,805.75,73650,2021,22.6,20.1,1640.0,820.0
2025-02-01,C006,TikTok Video Views,TikTok,Awareness,832.91,80103,2344,25.4,24.3,1824.21,912.11
2025-02-02,C006,TikTok Video Views,TikTok,Awareness,642.83,68264,1629,19.5,17.4,1318.25,659.12
2025-02-03,C006,TikTok Video Views,TikTok,Awareness,858.37,80992,1867,19.8,20.2,1191.73,595.87
2025-02-04,C006,TikTok Video Views,TikTok,Awareness,812.84,79756,1915,24.9,24.4,1607.1,803.55
2025-02-05,C006,TikTok Video Views,TikTok,Awareness,720.36,72188,1866,24.0,22.0,1371.58,685.79
2025-02-06,C006,TikTok Video Views,TikTok,Awareness,813.66,86146,2117,26.3,24.1,1617.4,808.7
2025-02-07,C006,TikTok Video Views,TikTok,Awareness,871.93,86037,1952,20.2,18.7,1391.33,695.66
2025-02-08,C006,TikTok Video Views,TikTok,Awareness,625.63,62645,1248,14.7,13.7,888.38,444.19
2025-02-09,C006,TikTok Video Views,TikTok,Awareness,807.28,82748,1846,23.3,21.4,1603.99,801.99
2025-02-10,C006,TikTok Video Views,TikTok,Awareness,629.64,57522,1370,15.9,15.5,1017.27,508.63
2025-02-11,C006,TikTok Video Views,TikTok,Awareness,831.63,87566,2334,30.2,29.9,2058.97,1029.48
2025-02-12,C006,TikTok Video Views,TikTok,Awareness,735.11,77488,1929,23.3,22.0,1818.85,909.42
2025-02-13,C006,TikTok Video Views,TikTok,Awareness,895.1,88248,2050,24.5,23.3,1494.74,747.37
2025-02-14,C006,TikTok Video Views,TikTok,Awareness,862.3,87771,1823,22.4,21.3,1606.19,803.1
2025-02-15,C006,TikTok Video Views,TikTok,Awareness,804.96,82291,1879,20.0,18.1,1326.89,663.44
2025-02-16,C006,TikTok Video Views,TikTok,Awareness,743.52,74688,1791,22.9,21.2,1523.37,761.69
2025-02-17,C006,TikTok Video Views,TikTok,Awareness,669.71,65132,1333,16.2,16.4,1080.78,540.39
2025-02-18,C006,TikTok Video Views,TikTok,Awareness,825.26,77806,2124,23.6,23.1,1569.81,784.9
2025-02-19,C006,TikTok Video Views,TikTok,Awareness,727.88,77415,1861,22.7,21.9,1497.86,748.93
2025-02-20,C006,TikTok Video Views,TikTok,Awareness,907.79,93354,2160,26.1,23.7,1551.63,775.82
2025-02-21,C006,TikTok Video Views,TikTok,Awareness,671.76,65209,1567,21.2,18.3,1409.84,704.92
2025-02-22,C006,TikTok Video Views,TikTok,Awareness,773.55,72650,1666,16.0,13.7,1064.6,532.3
2025-02-23,C006,TikTok Video Views,TikTok,Awareness,748.59,74350,1660,24.7,23.0,1535.16,767.58
2025-02-24,C006,TikTok Video Views,TikTok,Awareness,747.97,77605,1801,24.4,23.1,1681.42,840.71
2025-02-25,C006,TikTok Video Views,TikTok,Awareness,824.12,77481,2029,24.7,22.1,1548.34,774.17
2025-02-26,C006,TikTok Video Views,TikTok,Awareness,689.99,67487,1626,20.8,19.7,1235.91,617.96
2025-02-27,C006,TikTok Video Views,TikTok,Awareness,922.23,97565,2532,35.7,34.2,2488.53,1244.27
2025-02-28,C006,TikTok Video Views,TikTok,Awareness,651.52,64025,1797,25.6,25.1,1924.94,962.47
2025-03-01,C006,TikTok Video Views,TikTok,Awareness,763.85,72453,1926,26.7,25.7,1784.61,892.31
2025-03-02,C006,TikTok Video Views,TikTok,Awareness,675.45,69821,1574,22.2,21.7,1393.11,696.55
2025-03-03,C006,TikTok Video Views,TikTok,Awareness,732.37,71573,1626,22.6,22.4,1705.47,852.73
2025-03-04,C006,TikTok Video Views,TikTok,Awareness,742.42,78937,2100,32.3,29.8,2234.58,1117.29
2025-03-05,C006,TikTok Video Views,TikTok,Awareness,794.51,78836,1816,23.2,21.5,1404.81,702.4
2025-03-06,C006,TikTok Video Views,TikTok,Awareness,764.75,76375,1851,25.7,25.1,1629.18,814.59
2025-03-07,C006,TikTok Video Views,TikTok,Awareness,798.32,72487,1425,15.8,16.0,915.91,457.95
2025-03-08,C006,TikTok Video Views,TikTok,Awareness,694.79,75918,1748,27.7,28.5,1950.41,975.2
2025-03-09,C006,TikTok Video Views,TikTok,Awareness,739.59,76775,1726,24.4,22.5,1472.8,736.4
2025-03-10,C006,TikTok Video Views,TikTok,Awareness,819.65,94185,2154,28.9,26.3,1926.62,963.31
2025-03-11,C006,TikTok Video Views,TikTok,Awareness,787.23,76850,1655,19.3,17.5,1303.67,651.84
2025-03-12,C006,TikTok Video Views,TikTok,Awareness,816.07,86998,2463,34.8,32.6,2095.68,1047.84
2025-03-13,C006,TikTok Video Views,TikTok,Awareness,822.06,72352,1693,26.8,25.7,1917.98,958.99
2025-03-14,C006,TikTok Video Views,TikTok,Awareness,734.15,67675,1558,20.2,20.2,1531.08,765.54
2025-03-15,C006,TikTok Video Views,TikTok,Awareness,758.64,74346,1765,23.0,20.3,1527.57,763.79
2025-03-16,C006,TikTok Video Views,TikTok,Awareness,685.65,70274,1516,20.2,17.4,1423.86,711.93
2025-03-17,C006,TikTok Video Views,TikTok,Awareness,791.65,77996,1802,22.9,20.5,1338.69,669.35
2025-03-18,C006,TikTok Video Views,TikTok,Awareness,879.9,89504,2206,36.7,34.4,2521.37,1260.68
2025-03-19,C006,TikTok Video Views,TikTok,Awareness,711.32,76523,1927,26.8,24.9,1807.97,903.99
2025-03-20,C006,TikTok Video Views,TikTok,Awareness,850.2,75201,1789,23.1,21.5,1332.65,666.32
2025-03-21,C006,TikTok Video Views,TikTok,Awareness,736.84,70175,1655,21.2,18.4,1360.47,680.24
2025-03-22,C006,TikTok Video Views,TikTok,Awareness,738.37,69914,1636,22.0,20.8,1444.5,722.25
2025-03-23,C006,TikTok Video Views,TikTok,Awareness,742.18,76334,1646,20.9,19.0,1364.19,682.09
2025-03-24,C006,TikTok Video Views,TikTok,Awareness,816.78,77746,2171,29.4,27.2,1911.11,955.55
2025-03-25,C006,TikTok Video Views,TikTok,Awareness,753.68,82102,2063,31.1,25.1,2107.21,1053.6
2025-03-26,C006,TikTok Video Views,TikTok,Awareness,736.77,83109,2006,22.8,22.1,1445.75,722.87
2025-03-27,C006,TikTok Video Views,TikTok,Awareness,952.65,91987,2436,37.0,36.2,2277.66,1138.83
2025-03-28,C006,TikTok Video Views,TikTok,Awareness,690.27,64489,1542,18.0,18.1,1228.97,614.49
2025-03-29,C006,TikTok Video Views,TikTok,Awareness,636.35,64125,1535,21.1,18.1,1494.98,747.49
2025-03-30,C006,TikTok Video Views,TikTok,Awareness,826.24,80892,1946,27.1,27.6,1846.01,923.0
2025-03-31,C006,TikTok Video Views,TikTok,Awareness,831.2,80819,1701,21.6,20.4,1406.34,703.17
2025-04-01,C006,TikTok Video Views,TikTok,Awareness,859.62,90128,2258,28.0,27.2,1876.83,938.42
2025-04-02,C006,TikTok Video Views,TikTok,Awareness,894.99,92308,1904,26.0,23.0,1826.78,913.39
2025-04-03,C006,TikTok Video Views,TikTok,Awareness,896.93,96131,2324,25.5,25.4,1710.81,855.41
2025-04-04,C006,TikTok Video Views,TikTok,Awareness,831.45,83798,2211,28.9,27.6,1719.18,859.59
2025-04-05,C006,TikTok Video Views,TikTok,Awareness,722.54,72938,2067,25.9,24.3,1866.28,933.14
2025-04-06,C006,TikTok Video Views,TikTok,Awareness,651.95,65293,1597,16.6,16.4,1132.1,566.05
2025-04-07,C006,TikTok Video Views,TikTok,Awareness,834.41,78168,1922,26.7,24.3,1640.66,820.33
2025-04-08,C006,TikTok Video Views,TikTok,Awareness,901.66,82202,1623,18.7,17.1,1217.78,608.89
2025-04-09,C006,TikTok Video Views,TikTok,Awareness,840.33,86016,2034,23.1,21.3,1601.37,800.68
2025-04-10,C006,TikTok Video Views,TikTok,Awareness,927.38,98247,2524,21.9,19.6,1419.88,709.94
2025-04-11,C006,TikTok Video Views,TikTok,Awareness,633.66,57708,1582,19.7,18.0,1320.0,660.0
2025-04-12,C006,TikTok Video Views,TikTok,Awareness,823.78,78989,1995,23.0,20.2,1458.94,729.47
2025-04-13,C006,TikTok Video Views,TikTok,Awareness,587.25,55241,1493,16.2,16.6,1140.95,570.48
2025-04-14,C006,TikTok Video Views,TikTok,Awareness,851.07,86094,2311,27.4,24.3,1829.32,914.66
2025-04-15,C006,TikTok Video Views,TikTok,Awareness,889.6,81664,2072,25.1,23.5,1616.36,808.18
2025-04-16,C006,TikTok Video Views,TikTok,Awareness,792.23,84650,2157,23.6,24.0,1427.97,713.98
2025-04-17,C006,TikTok Video Views,TikTok,Awareness,946.55,96099,2585,32.4,32.2,2143.08,1071.54
2025-04-18,C006,TikTok Video Views,TikTok,Awareness,886.25,90859,2663,30.0,30.1,2056.93,1028.46
2025-04-19,C006,TikTok Video Views,TikTok,Awareness,656.34,63715,1602,16.7,14.7,1165.4,582.7
2025-04-20,C006,TikTok Video Views,TikTok,Awareness,733.09,80261,1892,23.4,22.2,1602.0,801.0
2025-04-21,C006,TikTok Video Views,TikTok,Awareness,660.87,64936,1551,20.8,20.8,1510.96,755.48
2025-04-22,C006,TikTok Video Views,TikTok,Awareness,689.69,68453,1422,18.3,18.0,1182.74,591.37
2025-04-23,C006,TikTok Video Views,TikTok,Awareness,950.93,103209,2515,33.8,32.4,1986.58,993.29
2025-04-24,C006,TikTok Video Views,TikTok,Awareness,885.35,86781,2199,24.4,22.5,1513.39,756.69
2025-04-25,C006,TikTok Video Views,TikTok,Awareness,726.62,73303,1934,25.3,24.1,1709.12,854.56
2025-04-26,C006,TikTok Video Views,TikTok,Awareness,792.34,80140,2226,21.0,19.6,1423.86,711.93
2025-04-27,C006,TikTok Video Views,TikTok,Awareness,795.87,74874,1867,24.6,22.7,1428.67,714.34
2025-04-28,C006,TikTok Video Views,TikTok,Awareness,802.09,74980,1921,21.3,22.0,1430.14,715.07
2025-04-29,C006,TikTok Video Views,TikTok,Awareness,795.44,77529,1698,21.4,21.7,1395.69,697.85
2025-04-30,C006,TikTok Video Views,TikTok,Awareness,926.53,87966,2186,33.3,29.3,2407.24,1203.62
2025-05-01,C006,TikTok Video Views,TikTok,Awareness,915.34,82149,1745,21.4,21.2,1380.26,690.13
2025-05-02,C006,TikTok Video Views,TikTok,Awareness,727.85,76292,1863,25.8,24.0,1853.02,926.51
2025-05-03,C006,TikTok Video Views,TikTok,Awareness,820.82,91177,2137,26.7,26.0,1830.1,915.05
2025-05-04,C006,TikTok Video Views,TikTok,Awareness,678.22,69040,1477,18.4,18.1,1150.02,575.01
2025-05-05,C006,TikTok Video Views,TikTok,Awareness,872.17,85631,2462,33.0,29.4,2026.91,1013.45
2025-05-06,C006,TikTok Video Views,TikTok,Awareness,725.34,73403,1772,26.4,25.1,1768.76,884.38
2025-05-07,C006,TikTok Video Views,TikTok,Awareness,754.41,75164,1863,27.3,26.7,1740.27,870.13
2025-05-08,C006,TikTok Video Views,TikTok,Awareness,875.96,83779,2074,21.9,20.1,1496.89,748.45
2025-05-09,C006,TikTok Video Views,TikTok,Awareness,698.79,65592,1854,28.8,26.8,2093.71,1046.85
2025-05-10,C006,TikTok Video Views,TikTok,Awareness,615.58,57732,1773,21.8,20.3,1339.85,669.92
2025-05-11,C006,TikTok Video Views,TikTok,Awareness,716.32,66428,1601,24.1,23.0,1568.87,784.43
2025-05-12,C006,TikTok Video Views,TikTok,Awareness,782.56,74403,1958,25.7,24.5,1704.09,852.04
2025-05-13,C006,TikTok Video Views,TikTok,Awareness,862.52,86245,1938,24.7,23.8,1625.8,812.9
2025-05-14,C006,TikTok Video Views,TikTok,Awareness,920.44,88486,2004,26.9,25.6,1792.99,896.5
2025-05-15,C006,TikTok Video Views,TikTok,Awareness,680.73,68323,1455,14.7,13.8,867.89,433.95
2025-05-16,C006,TikTok Video Views,TikTok,Awareness,749.78,69907,1781,21.3,20.3,1361.28,680.64
2025-05-17,C006,TikTok Video Views,TikTok,Awareness,796.09,72571,1821,25.5,25.0,1917.27,958.63
2025-05-18,C006,TikTok Video Views,TikTok,Awareness,687.33,70007,1665,22.7,21.0,1407.5,703.75
2025-05-19,C006,TikTok Video Views,TikTok,Awareness,680.15,60896,1498,21.1,20.0,1301.9,650.95
2025-05-20,C006,TikTok Video Views,TikTok,Awareness,900.14,87627,1911,25.6,23.6,1626.37,813.19
2025-05-21,C006,TikTok Video Views,TikTok,Awareness,848.56,79662,1990,25.2,24.2,1669.84,834.92
2025-05-22,C006,TikTok Video Views,TikTok,Awareness,938.12,88464,1980,24.4,23.2,1698.52,849.26
2025-05-23,C006,TikTok Video Views,TikTok,Awareness,679.93,65968,1595,18.2,15.3,1131.86,565.93
2025-05-24,C006,TikTok Video Views,TikTok,Awareness,801.14,72964,1491,21.1,19.1,1238.67,619.34
2025-05-25,C006,TikTok Video Views,TikTok,Awareness,710.63,71744,1671,24.0,21.7,1767.57,883.78
2025-05-26,C006,TikTok Video Views,TikTok,Awareness,859.19,79368,1878,23.3,23.5,1375.34,687.67
2025-05-27,C006,TikTok Video Views,TikTok,Awareness,849.93,86087,2168,32.1,30.7,2467.51,1233.76
2025-05-28,C006,TikTok Video Views,TikTok,Awareness,868.24,87586,2264,29.4,27.2,1873.65,936.83
2025-05-29,C006,TikTok Video Views,TikTok,Awareness,763.25,71195,1621,18.6,17.8,1095.54,547.77
2025-05-30,C006,TikTok Video Views,TikTok,Awareness,892.48,98565,2603,34.1,31.1,2444.94,1222.47
2025-05-31,C006,TikTok Video Views,TikTok,Awareness,717.59,74009,1659,24.7,22.2,1635.96,817.98
2025-06-01,C006,TikTok Video Views,TikTok,Awareness,649.58,62290,1557,17.8,16.3,1235.74,617.87
2025-06-02,C006,TikTok Video Views,TikTok,Awareness,831.39,89283,1718,21.7,20.9,1281.8,640.9
2025-06-03,C006,TikTok Video Views,TikTok,Awareness,802.55,84322,1831,20.5,19.8,1318.1,659.05
2025-06-04,C006,TikTok Video Views,TikTok,Awareness,794.04,75155,1844,24.5,23.4,1383.31,691.65
2025-06-05,C006,TikTok Video Views,TikTok,Awareness,948.27,94856,2089,28.6,24.6,2146.53,1073.27
2025-06-06,C006,TikTok Video Views,TikTok,Awareness,883.64,96767,2302,24.1,22.7,1619.54,809.77
2025-06-07,C006,TikTok Video Views,TikTok,Awareness,720.33,76499,1686,21.1,20.6,1363.45,681.73
2025-06-08,C006,TikTok Video Views,TikTok,Awareness,743.53,69997,1788,23.1,20.8,1383.77,691.89
2025-06-09,C006,TikTok Video Views,TikTok,Awareness,859.57,78082,1892,20.8,17.9,1381.65,690.83
2025-06-10,C006,TikTok Video Views,TikTok,Awareness,826.02,89719,2626,30.8,30.3,2174.86,1087.43
2025-06-11,C006,TikTok Video Views,TikTok,Awareness,870.51,82383,2273,26.2,24.5,1684.73,842.36
2025-06-12,C006,TikTok Video Views,TikTok,Awareness,751.67,72261,1845,25.0,23.0,1489.93,744.97
2025-06-13,C006,TikTok Video Views,TikTok,Awareness,794.3,72436,1633,22.0,23.2,1486.79,743.39
2025-06-14,C006,TikTok Video Views,TikTok,Awareness,768.17,80209,1566,17.4,17.6,1207.72,603.86
2025-06-15,C006,TikTok Video Views,TikTok,Awareness,705.78,63691,1642,19.5,17.7,1319.36,659.68
2025-06-16,C006,TikTok Video Views,TikTok,Awareness,809.74,71954,1847,20.7,18.4,1238.12,619.06
2025-06-17,C006,TikTok Video Views,TikTok,Awareness,826.71,78528,1983,23.0,22.8,1474.59,737.29
2025-06-18,C006,TikTok Video Views,TikTok,Awareness,885.87,78496,1699,21.8,23.8,1312.21,656.1
2025-06-19,C006,TikTok Video Views,TikTok,Awareness,839.44,85369,2128,23.7,22.3,1395.21,697.6
2025-06-20,C006,TikTok Video Views,TikTok,Awareness,662.45,69673,1926,22.6,20.9,1533.78,766.89
2025-06-21,C006,TikTok Video Views,TikTok,Awareness,825.65,84722,1892,23.4,23.0,1463.5,731.75
2025-06-22,C006,TikTok Video Views,TikTok,Awareness,800.05,82205,2029,26.7,25.1,1675.84,837.92
2025-06-23,C006,TikTok Video Views,TikTok,Awareness,672.96,63085,1384,15.6,14.3,1110.49,555.25
2025-06-24,C006,TikTok Video Views,TikTok,Awareness,696.69,69254,1569,21.7,20.6,1392.09,696.04
2025-06-25,C006,TikTok Video Views,TikTok,Awareness,685.48,68614,1571,21.9,21.2,1621.25,810.63
2025-06-26,C006,TikTok Video Views,TikTok,Awareness,698.65,72961,1764,18.9,18.4,1250.68,625.34
2025-06-27,C006,TikTok Video Views,TikTok,Awareness,806.29,80366,1806,19.5,19.0,1404.97,702.49
2025-06-28,C006,TikTok Video Views,TikTok,Awareness,654.79,67098,1815,20.0,18.4,1215.06,607.53
2025-06-29,C006,TikTok Video Views,TikTok,Awareness,804.47,81504,1870,19.0,17.6,1336.82,668.41
2025-01-01,C007,Email Winback,Email,Retention,204.74,49782,4622,449.6,81.0,34586.31,21097.65
2025-01-02,C007,Email Winback,Email,Retention,199.1,47262,4237,461.3,81.9,34540.54,21069.73
2025-01-03,C007,Email Winback,Email,Retention,181.46,42831,3539,406.9,77.3,32997.26,20128.33
2025-01-04,C007,Email Winback,Email,Retention,174.85,46552,4369,479.2,88.2,37467.55,22855.21
2025-01-05,C007,Email Winback,Email,Retention,196.33,45998,4258,462.0,82.2,36930.72,22527.74
2025-01-06,C007,Email Winback,Email,Retention,191.59,44998,3849,433.2,72.6,33961.59,20716.57
2025-01-07,C007,Email Winback,Email,Retention,212.39,53508,4838,636.8,114.6,45865.66,27978.05
2025-01-08,C007,Email Winback,Email,Retention,209.8,50814,4255,408.2,77.4,30717.07,18737.41
2025-01-09,C007,Email Winback,Email,Retention,219.38,55288,4794,488.2,84.4,37147.72,22660.11
2025-01-10,C007,Email Winback,Email,Retention,172.5,47427,3890,408.1,69.7,33155.9,20225.1
2025-01-11,C007,Email Winback,Email,Retention,168.82,44108,4400,477.8,89.0,30453.11,18576.4
2025-01-12,C007,Email Winback,Email,Retention,163.44,36968,3295,363.1,62.8,28631.98,17465.51
2025-01-13,C007,Email Winback,Email,Retention,189.52,45859,3846,366.2,65.2,31322.64,19106.81
2025-01-14,C007,Email Winback,Email,Retention,223.75,57261,4788,570.8,104.9,41487.58,25307.42
2025-01-15,C007,Email Winback,Email,Retention,200.44,48532,4741,509.7,94.5,36417.11,22214.44
2025-01-16,C007,Email Winback,Email,Retention,193.58,49559,4477,465.6,82.2,35095.0,21407.95
2025-01-17,C007,Email Winback,Email,Retention,207.71,52927,4564,398.2,71.1,28224.33,17216.84
2025-01-18,C007,Email Winback,Email,Retention,144.29,36891,3102,360.3,68.4,26886.67,16400.87
2025-01-19,C007,Email Winback,Email,Retention,174.55,41727,3974,426.7,73.7,31332.63,19112.9
2025-01-20,C007,Email Winback,Email,Retention,198.29,50273,4676,474.8,84.2,34478.07,21031.62
2025-01-21,C007,Email Winback,Email,Retention,168.51,37156,3196,308.4,59.4,25375.79,15479.23
2025-01-22,C007,Email Winback,Email,Retention,209.5,54886,4618,559.4,99.6,43125.31,26306.44
2025-01-23,C007,Email Winback,Email,Retention,164.05,39563,3623,475.6,85.4,41083.93,25061.2
2025-01-24,C007,Email Winback,Email,Retention,188.02,43826,3435,377.6,64.8,27639.73,16860.24
